id;classroom;time window;is_lab;lab_type;weekday
992;B001;T5;0;0;5
993;B001;N1;0;0;5
994;B001;N2;0;0;5
995;B001;N3;0;0;5
996;B001;N4;0;0;5
997;B001;N5;0;0;5
998;B001;M1;0;0;6
999;B001;M2;0;0;6
1000;B001;M3;0;0;6
1001;B001;M4;0;0;6
1002;B001;M5;0;0;6
1003;B001;T1;0;0;6
1004;B001;T2;0;0;6
1005;B001;T3;0;0;6
1006;B001;T4;0;0;6
1007;B001;T5;0;0;6
1008;B001;N1;0;0;6
1009;B001;N2;0;0;6
1010;B001;N3;0;0;6
1011;B001;N4;0;0;6
1012;B001;N5;0;0;6
1013;B003;M1;0;0;2
1014;B003;M2;0;0;2
1015;B003;M3;0;0;2
1016;B003;M4;0;0;2
1017;B003;M5;0;0;2
1018;B003;T1;0;0;2
1019;B003;T2;0;0;2
1020;B003;T3;0;0;2
1021;B003;T4;0;0;2
1022;B003;T5;0;0;2
1023;B003;N1;0;0;2
1024;B003;N2;0;0;2
1025;B003;N3;0;0;2
1026;B003;N4;0;0;2
1027;B003;N5;0;0;2
1028;B003;M1;0;0;3
1029;B003;M2;0;0;3
1030;B003;M3;0;0;3
1031;B003;M4;0;0;3
1032;B003;M5;0;0;3
1033;B003;T1;0;0;3
1034;B003;T2;0;0;3
1035;B003;T3;0;0;3
1036;B003;T4;0;0;3
1037;B003;T5;0;0;3
1038;B003;N1;0;0;3
1039;B003;N2;0;0;3
1040;B003;N3;0;0;3
1041;B003;N4;0;0;3
1042;B003;N5;0;0;3
1043;B003;M1;0;0;4
1044;B003;M2;0;0;4
1045;B003;M3;0;0;4
1046;B003;M4;0;0;4
1047;B003;M5;0;0;4
1048;B003;T1;0;0;4
1049;B003;T2;0;0;4
1050;B003;T3;0;0;4
1051;B003;T4;0;0;4
1052;B003;T5;0;0;4
1053;B003;N1;0;0;4
1054;B003;N2;0;0;4
1055;B003;N3;0;0;4
1056;B003;N4;0;0;4
1057;B003;N5;0;0;4
1058;B003;M1;0;0;5
1059;B003;M2;0;0;5
1060;B003;M3;0;0;5
1061;B003;M4;0;0;5
1062;B003;M5;0;0;5
1063;B003;T1;0;0;5
1064;B003;T2;0;0;5
1065;B003;T3;0;0;5
1066;B003;T4;0;0;5
1067;B003;T5;0;0;5
1068;B003;N1;0;0;5
1069;B003;N2;0;0;5
1070;B003;N3;0;0;5
1071;B003;N4;0;0;5
1072;B003;N5;0;0;5
1073;B003;M1;0;0;6
1074;B003;M2;0;0;6
1075;B003;M3;0;0;6
1076;B003;M4;0;0;6
1077;B003;M5;0;0;6
1078;B003;T1;0;0;6
1079;B003;T2;0;0;6
1080;B003;T3;0;0;6
1081;B003;T4;0;0;6
1082;B003;T5;0;0;6
1083;B003;N1;0;0;6
1084;B003;N2;0;0;6
1085;B003;N3;0;0;6
1086;B003;N4;0;0;6
1087;B003;N5;0;0;6
1088;B006;M1;0;0;2
1089;B006;M2;0;0;2
1090;B006;M3;0;0;2
1091;B006;M4;0;0;2
1092;B006;M5;0;0;2
1093;B006;T1;0;0;2
1094;B006;T2;0;0;2
1095;B006;T3;0;0;2
1096;B006;T4;0;0;2
1097;B006;T5;0;0;2
1098;B006;N1;0;0;2
1099;B006;N2;0;0;2
1100;B006;N3;0;0;2
1101;B006;N4;0;0;2
1102;B006;N5;0;0;2
1103;B006;M1;0;0;3
1104;B006;M2;0;0;3
1105;B006;M3;0;0;3
1106;B006;M4;0;0;3
1107;B006;M5;0;0;3
1108;B006;T1;0;0;3
1109;B006;T2;0;0;3
1110;B006;T3;0;0;3
1111;B006;T4;0;0;3
1112;B006;T5;0;0;3
1113;B006;N1;0;0;3
1114;B006;N2;0;0;3
1115;B006;N3;0;0;3
1116;B006;N4;0;0;3
1117;B006;N5;0;0;3
1118;B006;M1;0;0;4
1119;B006;M2;0;0;4
1120;B006;M3;0;0;4
1121;B006;M4;0;0;4
1122;B006;M5;0;0;4
1123;B006;T1;0;0;4
1124;B006;T2;0;0;4
1125;B006;T3;0;0;4
1126;B006;T4;0;0;4
1127;B006;T5;0;0;4
1128;B006;N1;0;0;4
1129;B006;N2;0;0;4
1130;B006;N3;0;0;4
1131;B006;N4;0;0;4
1132;B006;N5;0;0;4
1133;B006;M1;0;0;5
1134;B006;M2;0;0;5
1135;B006;M3;0;0;5
1136;B006;M4;0;0;5
1137;B006;M5;0;0;5
1138;B006;T1;0;0;5
1139;B006;T2;0;0;5
1140;B006;T3;0;0;5
1141;B006;T4;0;0;5
1142;B006;T5;0;0;5
1143;B006;N1;0;0;5
1144;B006;N2;0;0;5
1145;B006;N3;0;0;5
1146;B006;N4;0;0;5
1147;B006;N5;0;0;5
1148;B006;M1;0;0;6
1149;B006;M2;0;0;6
1150;B006;M3;0;0;6
1151;B006;M4;0;0;6
1152;B006;M5;0;0;6
1153;B006;T1;0;0;6
1154;B006;T2;0;0;6
1155;B006;T3;0;0;6
1156;B006;T4;0;0;6
1157;B006;T5;0;0;6
1158;B006;N1;0;0;6
1159;B006;N2;0;0;6
1160;B006;N3;0;0;6
1161;B006;N4;0;0;6
1162;B006;N5;0;0;6
1163;B008;M1;0;0;2
1164;B008;M2;0;0;2
1165;B008;M3;0;0;2
1166;B008;M4;0;0;2
1167;B008;M5;0;0;2
1168;B008;T1;0;0;2
1169;B008;T2;0;0;2
1170;B008;T3;0;0;2
1171;B008;T4;0;0;2
1172;B008;T5;0;0;2
1173;B008;N1;0;0;2
1174;B008;N2;0;0;2
1175;B008;N3;0;0;2
1176;B008;N4;0;0;2
1177;B008;N5;0;0;2
1178;B008;M1;0;0;3
1179;B008;M2;0;0;3
1180;B008;M3;0;0;3
1181;B008;M4;0;0;3
1182;B008;M5;0;0;3
1183;B008;T1;0;0;3
1184;B008;T2;0;0;3
1185;B008;T3;0;0;3
1186;B008;T4;0;0;3
1187;B008;T5;0;0;3
1188;B008;N1;0;0;3
1189;B008;N2;0;0;3
1190;B008;N3;0;0;3
1191;B008;N4;0;0;3
1192;B008;N5;0;0;3
1193;B008;M1;0;0;4
1194;B008;M2;0;0;4
1195;B008;M3;0;0;4
1196;B008;M4;0;0;4
1197;B008;M5;0;0;4
1198;B008;T1;0;0;4
1199;B008;T2;0;0;4
1200;B008;T3;0;0;4
1201;B008;T4;0;0;4
1202;B008;T5;0;0;4
1203;B008;N1;0;0;4
1204;B008;N2;0;0;4
1205;B008;N3;0;0;4
1206;B008;N4;0;0;4
1207;B008;N5;0;0;4
1208;B008;M1;0;0;5
1209;B008;M2;0;0;5
1210;B008;M3;0;0;5
1211;B008;M4;0;0;5
1212;B008;M5;0;0;5
1213;B008;T1;0;0;5
1214;B008;T2;0;0;5
1215;B008;T3;0;0;5
1216;B008;T4;0;0;5
1217;B008;T5;0;0;5
1218;B008;N1;0;0;5
1219;B008;N2;0;0;5
1220;B008;N3;0;0;5
1221;B008;N4;0;0;5
1222;B008;N5;0;0;5
1223;B008;M1;0;0;6
1224;B008;M2;0;0;6
1225;B008;M3;0;0;6
1226;B008;M4;0;0;6
1227;B008;M5;0;0;6
1228;B008;T1;0;0;6
1229;B008;T2;0;0;6
1230;B008;T3;0;0;6
1231;B008;T4;0;0;6
1232;B008;T5;0;0;6
1233;B008;N1;0;0;6
1234;B008;N2;0;0;6
1235;B008;N3;0;0;6
1236;B008;N4;0;0;6
1237;B008;N5;0;0;6
